Book Id,Title,Author,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Read Count
4016515,Letter to My Daughter,Maya Angelou,5,4.09,Random House,192,2008,1987,,10/06/2020,read,1
57540,The Ethnic Cleansing of Palestine,Ilan Pappé,4,4.44,Oneworld Publications,320,2006,2006,,02/08/2019,read,1
51792100,A Burning,Megha Majumdar,0,3.73,Knopf Publishing Group,304,2020,2020,,31/01/2021,to-read,0
50358133,Homeland Elegies,Ayad Akhtar,0,4.16,"Little, Brown and Company",368,2020,2020,,31/01/2021,to-read,0
49127718,Anxious People,Fredrik Backman,0,4.19,Atria Books,336,2020,2019,,31/01/2021,to-read,0
51791252,The Vanishing Half,Brit Bennett,0,4.17,Riverhead Books,343,2020,2020,,31/01/2021,to-read,0
54911607,The Guest List,Lucy Foley,0,3.85,William Morrow,313,2020,2020,,31/01/2021,to-read,0
52578297,The Midnight Library,Matt Haig,0,4.03,Viking,304,2020,2020,,31/01/2021,to-read,0
52861201,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,0,4.28,Blue Box Press,613,2020,2020,,31/01/2021,to-read,0
1768603,The White Tiger,Aravind Adiga,0,3.76,Free Press,276,2008,2008,,30/01/2021,to-read,0
13552042,Courting Samira,Amal Awad,5,3.92,Amal Awad,364,2012,2011,,21/01/2021,read,1
10996605,Women Without Men: A Novel of Modern Iran,Shahrnush Parsipur,0,3.74,The Feminist Press at CUNY,122,2012,1989,,21/01/2021,to-read,0
68016,A Border Passage: From Cairo to America – A Woman's Journey,Leila Ahmed,0,3.87,Penguin (Non-Classics),307,2000,1999,,21/01/2021,to-read,0
16112413,Reclaim Your Heart: Personal Insights on Breaking Free from Life's Shackles,Yasmin Mogahed,0,4.41,FB Publishing,142,2012,2012,,21/01/2021,to-read,0
43230472,Syrian Brides,Anna Halabi,0,4.17,,134,2018,2018,,21/01/2021,to-read,0
40780989,First Comes Marriage: My Not-So-Typical American Love Story,Huda  Al-Marashi,0,3.62,Prometheus Books,304,2018,2018,,21/01/2021,to-read,0
20709720,"The Incidental Muslim: Undiluted perspectives on life, love and pop culture",Amal Awad,0,4.33,Amal Awad,224,2014,2014,,21/01/2021,to-read,0
8728554,The Fear: Robert Mugabe and the Martyrdom of Zimbabwe,Peter Godwin,4,4.06,"Little, Brown and Company",384,2011,2010,,21/01/2021,read,1
8697115,The Female King of Colonial Nigeria: Ahebi Ugbabe,Nwando Achebe,5,3.81,Indiana University Press,322,2011,2011,,19/07/2020,"african, nigerian",1
33224042,Woman's Mysteries of a Primitive People: The Ibibios of Southern Nigeria (Forgotten Books),D. Amaury Talbot,0,4.33,Forgotten Books,231,2007,1915,,19/07/2020,to-read,0
4372,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,5,4.17,W. W. Norton  Company,336,2001,2000,,27/06/2020,read,1
5587960,The Thing Around Your Neck,Chimamanda Ngozi Adichie,5,4.24,Knopf,218,2009,2008,,20/09/2020,african,1
33585392,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,0,4.52,Knopf Publishing Group,63,2017,2017,,20/09/2020,to-read,0
2715,Salt: A World History,Mark Kurlansky,0,3.74,Penguin Books,484,2003,2002,,31/08/2020,to-read,0
2249920,Loose Girl: A Memoir of Promiscuity,Kerry Cohen,0,3.66,Hyperion,210,2008,2008,,31/08/2020,to-read,0
50214741,The Girl with the Louding Voice,Abi Daré,4,4.45,Dutton Books,371,2020,2020,,31/08/2020,read,1
39288400,The Subtle Art of Not Giving a F*ck: A Counterintuitive approach to Living a Good Life,Mark Manson,5,3.91,HarperOne,224,,2016,,22/06/2020,read,1
36586697,Queenie,Candice Carty-Williams,4,3.87,Orion Publishing,330,2019,2019,,24/08/2020,read,1
26141400,Questions for Ada,Ijeoma Umebinyuo,4,4.36,,216,2015,2015,,27/06/2020,read,1
43891559,Becoming Nigerian: A Guide,Elnathan John,4,3.93,Cassava Republic Press,160,2019,2019,,27/06/2020,read,1
20515205,Diana: in Pursuit of Love,Andrew Morton,4,3.88,Michael O' Mara Books,337,2013,1998,,26/07/2018,read,1
40494432,Nigeria: What Everyone Needs to Know,John                       Campbell,0,3.74,Oxford University Press,240,2018,,,19/07/2020,to-read,0
14850546,Reforming the Unreformable: Lessons from Nigeria,Ngozi Okonjo-Iweala,0,3.7,MIT Press,216,2012,2012,,19/07/2020,to-read,0
39342345,She Called Me Woman: Nigeria's Queer Women Speak,Azeenarh Mohammed,0,3.96,CASSAVA REPUBLIC,340,2018,2018,,19/07/2020,to-read,0
2720488,Why We Struck: The Story Of The First Nigerian Coup,Adewale Ademoyega,0,3.89,,194,,,,19/07/2020,to-read,0
9268131,"Nigerian Plays: Plays by Wole Soyinka, Death and the King's Horseman, a Dance of the Forests, ba Kò So, the Lion and the Jewel, the Strong Breed",Books LLC,0,3.57,Books LLC,20,2010,2010,,19/07/2020,to-read,0
39897590,Folk Stories from Southern Nigeria (Forgotten Books),Elphinstone Dayrell,0,3.58,Forgotten Books,165,2007,2007,,19/07/2020,to-read,0
34701384,"American Boy, Nigerian Girl: A Memoir",Robert F. Prather,0,4.33,Prather Creations,246,2017,,,27/06/2020,to-read,0
4335809,How to Be a Nigerian,Peter Enhaoro,0,3.95,Spectrum Books,96,2000,2000,,27/06/2020,to-read,0
997159,Genocide in Nigeria,Ken Saro-Wiwa,0,3.74,Saros International Publishers,104,2000,1992,,27/06/2020,to-read,0
23656317,Soldiers of Fortune: A History of Nigeria (1983-1993),Max Siollun,0,4.34,Cassava Republic Press,,2013,2013,,27/06/2020,to-read,0
124336,The Open Sore of a Continent: A Personal Narrative of the Nigerian Crisis,Wole Soyinka,0,3.92,"Oxford University Press, USA",176,1997,1996,,27/06/2020,to-read,0
20257077,Born at Dawn,Nigeria Lockley,0,4.23,Urban Books,288,2014,2014,,27/06/2020,to-read,0
7125805,"Oil, Politics and Violence: Nigeria's Military Coup Culture (1966-1976)",Max Siollun,0,4.24,Algora Publishing,284,2009,2009,,27/06/2020,to-read,0
22891454,Seasoned with Grace,Nigeria Lockley,0,4.1,Urban Christian,288,2015,2015,,27/06/2020,to-read,0
580458,Why The Sky Is Far Away: A Nigerian Folktale,Mary-Joan Gerson,0,4.19,"Little, Brown Books for Young Readers",32,1995,1974,,27/06/2020,to-read,0
30366026,"29, Single & Nigerian",Naijasinglegirl,0,3.95,Harmony Publishing,,2016,,,27/06/2020,to-read,0
5887068,Nigerian English Usage: An Introduction,David Jowitt,0,3.89,Longman Nigeria,277,1991,1991,,27/06/2020,to-read,0
22820440,"Shifting Allegiances: A Nigerian's story of Nigeria, America and Culture Shock",Amaka Lily,0,4.04,CreateSpace Independent Publishing Platform,292,2014,2014,,27/06/2020,to-read,0
28592993,The Chibok Girls: The Boko Haram Kidnappings and Islamist Militancy in Nigeria,Helon Habila,0,3.72,Columbia Global Reports,128,2016,2016,,27/06/2020,to-read,0
30813108,"Longthroat Memoirs: Soups, Sex and Nigerian Taste Buds",Yemisi Aribisala,0,4.02,Cassava Republic Press,357,2016,,,27/06/2020,to-read,0
25049605,Nameless,Azeenarh Mohammed,0,3,Heinrich Böll Stiftung Nigeria,75,2015,2015,,27/06/2020,to-read,0
52723876,On Ajayi Crowther Street,Elnathan John,0,4.07,Cassava Republic Press,192,2020,2020,,27/06/2020,to-read,0
40199729,The Heart of Aleppo: A Story of the Syrian Civil War,Ammar Habib,0,4.4,,252,2018,2018,,27/06/2020,to-read,0
514811,The Secret Magdalene,Ki Longfellow,0,4.16,Crown,448,2007,2005,,27/06/2020,to-read,0
4667024,The Help,Kathryn Stockett,0,4.47,G.P. Putnam's Sons,464,2009,2009,,27/06/2020,to-read,0
24280,Les Misérables,Victor Hugo,0,4.19,Penguin,1463,1987,1862,,27/06/2020,to-read,0
10210,Jane Eyre,Charlotte Brontë,0,4.14,Penguin,532,2003,1847,,27/06/2020,to-read,0
170448,Animal Farm,George Orwell,0,3.98,Signet Classics,141,1996,1945,,27/06/2020,to-read,0
1885,Pride and Prejudice,Jane Austen,0,4.28,Modern Library,279,2000,1813,,27/06/2020,to-read,0
136167,The Other Side of Midnight (Midnight #1),Sidney Sheldon,0,3.94,"Dell Publishing Co., Inc.",462,1975,1973,,27/06/2020,to-read,0
34971475,The Wife,Alafair Burke,0,3.87,Harper,357,2018,2018,,27/06/2020,to-read,0
41719140,The Better Liar,Tanen Jones,0,3.45,Ballantine,320,2020,2020,,27/06/2020,to-read,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,0,3.72,"Little, Brown and Company",629,2007,2007,,27/06/2020,read,1
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,0,3.58,"Little, Brown and Company",563,2006,2006,,27/06/2020,read,1
10285,The World's Religions,Huston Smith,0,4.04,HarperOne,416,1991,1958,,27/06/2020,to-read,0
6900,Tuesdays with Morrie,Mitch Albom,0,4.15,Warner,210,2000,1997,,27/06/2020,to-read,0
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,0,3.87,Ten Speed Press,213,2014,2010,,27/06/2020,to-read,0
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,0,4.25,Alfred A. Knopf,503,2009,2006,,27/06/2020,to-read,1
27323,Hiroshima,John Hersey,0,4.01,Vintage,152,1989,1946,,27/06/2020,to-read,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,0,4.1,Doubleday,359,2017,2017,,27/06/2020,to-read,0
920535,The Bride Price,Buchi Emecheta,0,3.77,George Braziller Inc.,168,1980,1976,,27/06/2020,to-read,0
43324,Are You Afraid of the Dark?,Sidney Sheldon,0,3.68,HarperCollins GB,401,2005,2004,,27/06/2020,to-read,0
12416552,The Spider King's Daughter,Chibundu Onuzo,0,3.51,Faber & Faber,286,2012,2012,,27/06/2020,to-read,0
42430774,The Other Mrs. Miller,Allison M. Dickson,0,3.55,G.P. Putnam's Sons,336,2019,2019,,27/06/2020,to-read,0
35389818,Silent Victim,Caroline Mitchell,0,3.96,Thomas & Mercer,325,2018,2018,,27/06/2020,to-read,0
99610,The Best Laid Plans,Sidney Sheldon,0,3.71,Time Warner,372,1998,1997,,27/06/2020,to-read,0
43325,Nothing Lasts Forever,Sidney Sheldon,0,3.86,Grand Central ,384,1995,1994,,27/06/2020,to-read,0
18746776,"Akata Warrior (The Nsibidi Scripts, #2)",Nnedi Okorafor,0,4.23,Viking Books for Young Readers,496,2017,2017,,27/06/2020,to-read,0
43822015,Joy of Cooking,Irma S. Rombauer,0,4.12,Scribner,1200,2019,1931,,27/06/2020,to-read,0
15745753,Eleanor & Park,Rainbow Rowell,0,3.96,St. Martin's Press,328,2013,2012,,27/06/2020,to-read,0
27971043,Season of Crimson Blossoms,Abubakar Adam Ibrahim,0,3.94,Cassava Republic Press,313,2016,2016,,27/06/2020,to-read,0
13419252,Daughters Who Walk This Path,Yejide Kilanko,0,4.07,Penguin Canada,329,2012,2012,,27/06/2020,to-read,0
27214023,Born on a Tuesday,Elnathan John,0,4.05,"Grove Press, Black Cat",256,2016,2015,,27/06/2020,to-read,0
43723509,Slay,Brittney Morris,0,4.24,Simon  Schuster Books for Young Readers,323,2019,2019,,27/06/2020,to-read,0
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,0,3.95,Delacorte Press for Young Readers,377,2020,2020,,27/06/2020,to-read,0
18528169,She Wore Red Trainers,Na'ima B. Robert,0,4.02,Kube Publishing Ltd,256,2014,2014,,27/06/2020,to-read,0
41453422,"Drum Beats, Heart Beats (Dancing Soul Trilogy, #3)",Maria Nhambu,0,4.29,Dancing Twiga Press,500,2018,2018,,27/06/2020,to-read,0
1257586,Zahrah the Windseeker,Nnedi Okorafor,0,4.15,Houghton Mifflin,308,2005,2005,,27/06/2020,to-read,0
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,0,3.98,Random House,291,2007,2006,,27/06/2020,to-read,0
30186948,Think and Grow Rich,Napoleon Hill,0,4.18,,233,2016,1937,,27/06/2020,to-read,0
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,0,4.23,Harper Business,304,2014,2014,,27/06/2020,to-read,0
35068558,Black Fortunes: The Story of the First Six African Americans Who Escaped Slavery and Became Millionaires,Shomari Wills,0,3.86,Amistad,320,2018,2018,,27/06/2020,to-read,0
143819,They Poured Fire on Us from the Sky: The True Story of Three Lost Boys from Sudan,Benson Deng,0,4.2,PublicAffairs,334,2006,2005,,27/06/2020,to-read,0
2634030,The Road of Lost Innocence: The True Story of a Cambodian Heroine,Somaly Mam,0,4.19,Spiegel & Grau,192,2008,2005,,27/06/2020,to-read,0
958452,Sold,Zana Muhsen,0,4.18,"Little, Brown Book Group",229,1994,1991,,27/06/2020,to-read,0
169338,In the Footsteps of the Prophet: Lessons from the Life of Muhammad,Tariq Ramadan,0,4.45,"Oxford University Press, USA",256,2007,2007,,27/06/2020,to-read,0
97920,An Ordinary Man: An Autobiography,Paul Rusesabagina,0,4.18,Penguin Books,224,2007,2006,,27/06/2020,to-read,0
130200,Gather Together in My Name,Maya Angelou,0,4.31,Bantam,224,1997,1974,,10/06/2020,to-read,0
5160,The Heart of a Woman,Maya Angelou,0,4.23,Random House,288,1997,1981,,10/06/2020,to-read,0
11785932,All Gods Children Needs Traveling Shoes,Maya Angelou,0,4.28,,,,1986,,10/06/2020,to-read,0
13218,A Song Flung Up To Heaven,Maya Angelou,0,4.26,,212,,2002,,10/06/2020,to-read,0
8773395,"Great Food, All Day Long: Cook Splendidly, Eat Smart: A Cookbook",Maya Angelou,0,3.9,Random House,156,2010,2010,,10/06/2020,to-read,0
13205,Hallelujah! the Welcome Table: A Lifetime of Memories with Recipes,Maya Angelou,0,4.27,Random House,218,2004,2004,,10/06/2020,to-read,0
50196744,Know My Name,Chanel Miller,5,4.72,Viking,384,2019,2019,,01/06/2020,read,1
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,4,4.05,Penguin Press,246,2019,2019,,09/05/2020,read,1
43427042,The Seven Necessary Sins for Women and Girls,Mona Eltahawy,4,4.24,Beacon Press,216,2019,2019,,28/04/2020,read,1
18467818,An Untamed State,Roxane Gay,0,4.08,"Grove Press, Black Cat",368,2014,2014,,14/04/2020,to-read,0
37706929,His Favorites,Kate Walbert,0,3.29,Scribner,160,2018,2018,,14/04/2020,to-read,0
12675967,The Color Purple,Alice Walker,0,4.25,The Women's Press,250,1988,1982,,13/04/2020,to-read,0
52634650,The Me Too Girl,Lance Morcan,0,4.26,Sterling Gate Books,156,2019,2019,,13/04/2020,to-read,0
3080095,Manrape,Märta Tikkanen,0,3.74,Virago Press (UK),144,,1975,,13/04/2020,to-read,0
242407,I Never Called It Rape,Robin Warshaw,0,4.05,Harper Perennial,256,1994,1988,,13/04/2020,to-read,0
195788,Mukiwa: A White Boy in Africa,Peter Godwin,4,4.26,Grove Press,432,2004,1996,,07/04/2019,read,1
39122774,"Children of Virtue and Vengeance (Legacy of Orïsha, #2)",Tomi Adeyemi,4,3.88,Henry Holt and Co. (BYR),404,2019,2019,,22/01/2020,read,1
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,5,4.11,Henry Holt Company,544,2018,2018,,19/06/2018,read,1
457841,Do They Hear You When You Cry,Fauziya Kassindja,4,4.11,Delta,544,1999,1998,,15/07/2018,read,1
31423133,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,William H. McRaven,5,4,Grand Central Publishing,130,2017,2017,,07/04/2019,read,1
33516773,Big Little Lies,Liane Moriarty,5,4.3,Berkley Books,460,2017,2014,,13/01/2020,read,1
19486412,Big Little Lies,Liane Moriarty,5,4.3,Amy Einhorn Books,458,2014,2014,,07/04/2019,read,1
30152577,How to Be a Muslim: An American Story,Haroon Moghul,4,3.51,Beacon Press,256,2017,2017,,25/07/2019,read,1
264587,The Beautyful Ones Are Not Yet Born,Ayi Kwei Armah,0,3.9,Heinemann Educational Books,191,1989,1968,,08/01/2020,to-read,0
151374,So Long a Letter,Mariama Bâ,3,3.96,Heinemann Educational Books,90,1989,1980,,15/07/2018,read,1
21345885,Soul of a Tiger: A Miraculous True Story of a Family Who Survived the Cambodian Genocide,Sreyreath Kuy,3,4.37,Motivational Press,246,2013,2013,,07/01/2020,read,1
13013007,"Love, InshAllah: The Secret Love Lives of American Muslim Women",Nura Maznavi,3,3.84,Soft Skull Press,290,2012,2012,,15/07/2018,read,1
1035021,Ten Things I Hate About Me,Randa Abdel-Fattah,4,3.59,Marion Lloyd,320,2007,2006,,15/07/2018,read,1
11084145,Steve Jobs,Walter Isaacson,3,4.16,Simon & Schuster,630,2011,2011,,14/03/2019,read,1
23422,The Art of Travel,Alain de Botton,0,3.83,Vintage,272,2004,2002,,06/01/2020,to-read,0
44132678,Brilliant Maps for Curious Minds: 100 New Ways to See the World,Ian Wright,0,4.06,The Experiment,194,2019,2019,,06/01/2020,to-read,0
26103732,The Hairdresser of Harare,Tendai Huchu,0,3.62,Ohio University Press,200,2015,2010,,05/01/2020,to-read,0
36099188,Buried Beneath the Baobab Tree,Adaobi Tricia Nwaubani,5,4.28,Katherine Tegen Books,336,2018,2018,,25/07/2019,read,1
41241311,A Love Letter from the Girls Who Feel Everything,Brittainy C. Cherry,4,4.01,,102,2018,2018,,07/04/2019,read,1
22674105,"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,3,3.84,Knopf Doubleday,378,2015,2015,,01/01/2020,read,1
43263670,Do You Mind If I Cancel? (Things That Still Annoy Me),Gary Janetti,0,3.49,Flatiron Books,159,2019,2019,,01/01/2020,to-read,0
42046112,Recursion,Blake Crouch,0,4.16,Crown Publishing Group (NY),336,2019,2019,,01/01/2020,to-read,0
43225180,Verity,Colleen Hoover,0,4.39,Independently Published,323,2018,2018,,01/01/2020,to-read,0
41893832,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,0,4.03,Tordotcom,528,2019,2019,,01/01/2020,to-read,0
42279228,The Nickel Boys,Colson Whitehead,0,4.27,Doubleday Books,213,2019,2019,,01/01/2020,to-read,0
34313931,A Woman Is No Man,Etaf Rum,0,4.26,Harper,339,2019,2019,,01/01/2020,to-read,0
40539165,Queenie,Candice Carty-Williams,0,3.87,Gallery/Scout Press,330,2019,2019,,01/01/2020,to-read,0
7137202,Sidney Sheldon's After the Darkness,Tilly Bagshawe,4,3.92,William Morrow,352,2010,2010,,01/02/2019,read,1
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,5,4.28,Bantam Books,289,1993,1969,,30/01/2019,read,1
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,4,3.69,Doubleday Books,226,2018,2018,,25/12/2019,read,1
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4,4.32,Harper Perennial,238,2006,2000,,02/08/2019,read,1
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,5,4.41,Vintage,65,2014,2012,,01/01/2018,read,1
279086,Looking for Lovedu: A Woman's Journey Through Africa,Ann Jones,0,3.63,Vintage,288,2002,2001,,02/11/2019,to-read,0
17596,Blue Clay People: Seasons on Africa's Fragile Edge,William     Powers,0,3.74,Bloomsbury Publishing PLC,292,2006,2005,,02/11/2019,to-read,0
317870,Born in the Big Rains: A Memoir of Somalia and Survival,Fadumo Korn,0,3.88,The Feminist Press at CUNY,186,2006,2006,,02/11/2019,to-read,0
128280,Zoya's Story: An Afghan Woman's Struggle for Freedom,Zoya,0,3.96,Harper Perennial,256,2003,2002,,02/11/2019,to-read,0
38664775,Sea Prayer,Khaled Hosseini,0,4.08,Riverhead Books,48,2018,2018,,21/10/2019,to-read,0
178460,Slave: My True Story,Mende Nazer,4,4.27,PublicAffairs,368,2005,2002,,02/08/2019,read,1
6309824,Life after Violence: A People's Story of Burundi,Peter Uvin,2,3.74,Zed Books,224,2008,2008,,04/08/2019,read,1
10411079,A Muslim American Slave: The Life of Omar Ibn Said,Omar Ibn Said,2,3.92,University of Wisconsin Press,216,2011,1831,,04/08/2019,read,1
5453988,Murder in the Name of Honor: The True Story of One Woman's Heroic Fight Against an Unbelievable Crime,Rana Husseini,5,3.82,Oneworld Publications,264,2009,2009,,25/07/2019,read,1
18667945,#Girlboss,Sophia Amoruso,5,3.65,Portfolio,256,2014,2014,,15/08/2019,read,1
6265288,I Do Not Come to You by Chance,Adaobi Tricia Nwaubani,5,3.89,Hachette Books,402,2009,2009,,08/08/2019,read,1
464908,Moorish Spain,Richard Fletcher,0,3.77,University of California Press,206,2006,1992,,04/08/2019,to-read,0
1305569,Al Andalus: The Art Of Islamic Spain,Jerrilynn D. Dodds,0,4.32,The Metropolitan Museum Of Art,432,1992,1992,,04/08/2019,to-read,0
781939,"Mongols, Huns & Vikings",Hugh Kennedy,0,3.62,Cassell,224,2002,2002,,04/08/2019,to-read,0
292846,"The Ornament of the World: How Muslims, Jews, and Christians Created a Culture of Tolerance in Medieval Spain",María Rosa Menocal,0,3.92,Back Bay Books,352,2003,2002,,04/08/2019,to-read,0
15821991,"Weep Not, Refugee",Marie-Therese Toyi,0,3.35,Amazon Digital Services,113,2012,2012,,04/08/2019,to-read,0
10046142,Dancing in the Glory of Monsters: The Collapse of the Congo and the Great War of Africa,Jason K. Stearns,0,4.17,PublicAffairs,400,2011,2010,,04/08/2019,to-read,0
347610,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,0,4.15,Mariner Books,366,1999,1998,,04/08/2019,to-read,0
66419,"When Victims Become Killers: Colonialism, Nativism, and the Genocide in Rwanda",Mahmood Mamdani,0,4.08,Princeton University Press,384,2002,2001,,02/08/2019,to-read,0
109946,Season of Blood: A Rwandan Journey,Fergal Keane,0,4.15,Penguin,200,1996,1996,,02/08/2019,to-read,0
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,5,4.2,Picador,356,1999,1998,02/08/2019,02/08/2019,read,1
376809,A Month and a Day: A Detention Diary,Ken Saro-Wiwa,0,3.79,Penguin,256,1996,1995,,02/08/2019,to-read,0
256314,Not On Our Watch: The Mission to End Genocide in Darfur and Beyond,Don Cheadle,0,3.92,Hachette Books,252,2007,2007,,02/08/2019,to-read,0
1022953,In the Rose Garden of the Martyrs: A Memoir of Iran,Christopher de Bellaigue,0,3.45,Harper Collins,,,2005,,02/08/2019,to-read,0
159602,"Walking through Fire: The Later Years of Nawal El Saadawi, In Her Own Words",Nawal El Saadawi,0,3.87,Zed Books,256,2002,2002,,02/08/2019,to-read,0
31550085,WEDLOCKED: A Story of Forced Marriage,Hannah  Rubenstein,0,4.14,Amazon Digital Services LLC ,203,2016,2016,,02/08/2019,to-read,0
516902,"Meena, Heroine of Afghanistan: The Martyr Who Founded RAWA, the Revolutionary Association of the Women of Afghanistan",Melody Ermachild Chavis,0,4.17,St. Martin's Griffin,224,2004,2003,,02/08/2019,to-read,0
103319,Escape from Slavery: The True Story of My Ten Years in Captivity and My Journey to Freedom in America,Francis Bok,0,4.11,St. Martins Press-3PL,304,2004,2003,,02/08/2019,to-read,0
6930040,A Thousand Sisters: My Journey Into the Worst Place on Earth to Be a Woman,Lisa J. Shannon,0,3.79,Seal Press (CA),335,2010,2010,,02/08/2019,to-read,0
8252718,The Enough Moment: Fighting to End Africa's Worst Human Rights Crimes,John Prendergast,0,3.68,Crown Publishing Group (NY),304,2010,2010,,02/08/2019,to-read,0
17195705,Justice: Faces of the Human Rights Revolution,Mariana Cook,0,5,Damiani,216,2013,2013,,02/08/2019,to-read,0
144214,When a Crocodile Eats the Sun: A Memoir of Africa,Peter Godwin,0,4.16,Little Brown and Company,344,2007,2006,,02/08/2019,to-read,0
318431,Long Walk to Freedom,Nelson Mandela,0,4.34,Back Bay Books,656,1995,1994,,02/08/2019,to-read,0
13647518,Freedom: The Sequel to Slave,Mende Nazer,0,3.98,"Endeavour Press, Ltd.",278,2012,2008,,02/08/2019,to-read,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,0,4.1,Crown Publishing Group,370,2010,2010,,02/08/2019,to-read,0
152519,Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,0,4.14,Dover Publications,176,2001,1861,,02/08/2019,to-read,0
20775537,Twelve Years a Slave,Solomon Northup,0,4.2,Graymalkin Media,248,2014,1853,,02/08/2019,to-read,0
178676,Disposable People: New Slavery in the Global Economy,Kevin Bales,0,4.21,University of California Press,298,2004,1999,,02/08/2019,to-read,0
6260997,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,Nicholas D. Kristof,0,4.28,Knopf Publishing Group,294,2009,2008,,02/08/2019,to-read,0
163196,Conquest: Sexual Violence and American Indian Genocide,Andrea Lee Smith,0,4.33,South End Press,272,2005,2005,,02/08/2019,to-read,0
348417,"The Graves Are Not Yet Full: Race, Tribe and Power in the Heart of Africa",Bill Berkeley,0,3.95,Basic Books,320,2002,2001,,02/08/2019,to-read,0
3435066,"Saviors and Survivors: Darfur, Politics, and the War on Terror",Mahmood Mamdani,0,3.87,Pantheon,416,2009,2009,,02/08/2019,to-read,0
588951,Untapped: The Scramble for Africa's Oil,John Ghazvinian,0,3.97,Houghton Mifflin Harcourt,320,2007,2007,,02/08/2019,to-read,0
7071759,Flawless: Inside the Largest Diamond Heist in History,Scott Andrew Selby,0,3.87,Union Square Press,336,2010,2010,,02/08/2019,to-read,0
1740015,Children of Jihad: A Young American's Travels Among the Youth of the Middle East,Jared Cohen,0,3.56,Gotham,288,2007,2007,,02/08/2019,to-read,0
49226,Blood Diamonds: Tracing the Deadly Path of the World's Most Precious Stones,Greg Campbell,0,3.91,Basic Books,280,2004,2002,,02/08/2019,to-read,0
32075853,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,5,3.93,William Morrow,304,2017,2017,,01/08/2019,read,1
33590210,An American Marriage,Tayari Jones,3,3.95,Algonquin Books,308,2018,2018,,07/04/2019,read,2
43124133,Ayesha at Last,Uzma Jalaluddin,5,3.88,Berkley Books,368,2019,2018,,29/07/2019,read,1
34189556,The Wife Between Us,Greer Hendricks,2,3.86,St. Martin's Press,346,2018,2018,,07/04/2019,read,1
3483356,In the Land of Invisible Women: A Female Doctor's Journey in the Saudi Kingdom,Qanta A. Ahmed,0,3.74,Sourcebooks,454,2008,2008,,25/07/2019,to-read,0
27774750,The Way to the Spring: Life and Death in Palestine,Ben Ehrenreich,0,4.26,Penguin Press,448,2016,2016,,25/07/2019,to-read,0
7508575,Between Two Worlds: My Life and Captivity in Iran,Roxana Saberi,0,3.88,HarperCollins,336,2010,2010,,25/07/2019,to-read,0
23316514,The Pawnbroker's Daughter,Maxine Kumin,0,3.49,W. W. Norton  Company,167,2015,2015,,25/07/2019,to-read,0
25898620,Threading My Prayer Rug: One Woman's Journey from Pakistani Muslim to American Muslim,Sabeeha Rehman,0,4.04,Arcade,322,2016,2016,,25/07/2019,to-read,0
13260227,The Distance Between Us,Reyna Grande,0,4.32,Atria Books,325,2012,2012,,25/07/2019,to-read,0
1454782,My Life as a Traitor: An Iranian Memoir,Zarah Ghahramani,0,3.76,Farrar Straus Giroux,242,2007,2007,,25/07/2019,to-read,0
29875052,Nujeen: One Girl's Incredible Journey from War-torn Syria in a Wheelchair,Nujeen Mustafa,0,4.07,Harper Wave,320,2016,2016,,25/07/2019,to-read,0
11113560,Terrorists in Love: The Real Lives of Islamic Radicals,Ken Ballen,0,3.87,Free Press,305,2011,2011,,25/07/2019,to-read,0
10264177,My Life in Doha: Between Dream and Reality,Rachel Hajar,0,3.16,"Strategic Book Publishing & Rights Agency, LLC",300,2010,2010,,25/07/2019,to-read,0
