Book Id,Title,Author,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Read Count
25489198,"Empty Hands, A Memoir: One Woman's Journey to Save Children Orphaned by AIDS in South Africa",Abegail Ntleko,0,4.22,North Atlantic Books,176,2015,2015,,25/07/2019,to-read,0
1814246,From Outrage to Courage: The Unjust and Unhealthy Situation of Women in Poor Countries and What They Are Doing About It,Anne Firth Murray,0,4.34,Common Courage Press,400,2008,,,25/07/2019,to-read,0
31848282,I Was Told to Come Alone: My Journey Behind the Lines of Jihad,Souad Mekhennet,0,4.43,Henry Holt & Company,368,2017,2017,,25/07/2019,to-read,0
30078650,"A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival",Melissa Fleming,0,4.34,Flatiron Books,276,2017,2017,,25/07/2019,to-read,0
31706524,How Dare the Sun Rise: Memoirs of a War Child,Sandra Uwiringiyimana,0,4.25,Katherine Tegen Books,304,2017,2017,,25/07/2019,to-read,0
37539708,The Moon Within,Aida Salazar,0,4.09,Arthur A. Levine Books,240,2019,2019,,17/06/2019,to-read,0
5960259,My Little Red Book,Rachel Kauder Nalebuff,0,3.83,Twelve,225,2009,2009,,17/06/2019,to-read,0
36456129,She Felt Like Feeling Nothing,R.H. Sin,2,3.78,Andrews McMeel Publishing,144,2018,2018,04/06/2019,07/04/2019,read,2
13591894,When Wings Expand,Mehded Maryam Sinclair,0,4.26,Islamic Foundation,150,2013,2012,,30/05/2019,to-read,0
6659796,The Size of a Mustard Seed,Umm Juwayriyah,0,4.27,Muslim Writers Publishing,342,2009,2009,,30/05/2019,to-read,0
469251,If I Should Speak,Umm Zakiyyah,0,4.13,Al-Walaa Publications,198,2001,2001,,30/05/2019,to-read,0
7997697,The Good Daughter: A Memoir of My Mother's Hidden Life,Jasmin Darznik,4,3.92,Grand Central Publishing,336,2011,2011,,15/07/2018,read,1
31409135,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,0,4.15,Sourcebooks,479,2017,2017,,07/04/2019,to-read,0
9556,The Elephant Vanishes,Haruki Murakami,0,3.85,Vintage,327,2003,1993,,07/04/2019,to-read,0
2643182,The House at Sugar Beach,Helene Cooper,0,3.9,Simon & Schuster,354,2008,2008,,07/04/2019,to-read,0
127180,Facing the Lion: Growing Up Maasai on the African Savanna,Joseph Lemasolai Lekuton,0,3.87,National Geographic Kids,128,2005,2003,,07/04/2019,to-read,0
539051,"This Voice in My Heart: A Runner's Memoir of Genocide, Faith, and Forgiveness",Gilbert Tuhabonye,0,4.14,Amistad,272,2007,2006,,07/04/2019,to-read,0
97921,Darfur Diaries: Stories of Survival,Jen Marlowe,0,3.8,Bold Type Books,259,2006,2006,,07/04/2019,to-read,0
4905322,War Child: A Child Soldier's Story,Emmanuel Jal,0,4.09,St. Martin's Press,262,2009,2009,,07/04/2019,to-read,0
3764130,The Bite of the Mango,Mariatu Kamara,0,3.96,Annick Press,216,2008,2008,,07/04/2019,to-read,0
198920,Race Against Time,Stephen    Lewis,0,4.11,House of Anansi Press,224,2006,2005,,07/04/2019,to-read,0
3170677,Tears of the Desert: A Memoir of Survival in Darfur,Halima Bashir,0,4.22,One World/Ballantine,316,2008,2008,,07/04/2019,to-read,0
36638638,The Path Between Us: An Enneagram Journey to Healthy Relationships,Suzanne Stabile,0,4.13,IVP Books,208,2018,2018,,07/04/2019,to-read,0
35540804,Blood Water Paint,Joy McCullough,0,4.15,Dutton Books for Young Readers,298,2018,2018,,07/04/2019,to-read,0
37941942,The Flame,Leonard Cohen,0,4.04,"Farrar, Straus and Giroux",277,2018,2018,,07/04/2019,to-read,0
35356376,Brown: Poems,Kevin Young,0,4.08,Knopf Publishing Group,161,2018,2018,,07/04/2019,to-read,0
36479694,The Future,Neil Hilborn,0,4.21,Button Poetry,96,2018,2018,,07/04/2019,to-read,0
35782247,Wade in the Water: Poems,Tracy K. Smith,0,4.11,Graywolf Press,75,2018,2018,,07/04/2019,to-read,0
36036176,Heart Talk: Poetic Wisdom for a Better Life,Cleo Wade,0,4.26,Atria Books,224,2018,2018,,07/04/2019,to-read,0
35297455,For Every One,Jason Reynolds,0,4.29,Atheneum/Caitlyn Dlouhy Books,102,2018,2018,,07/04/2019,to-read,0
34594981,Helium,Rudy Francisco,0,4.3,Button Poetry,96,2017,2017,,07/04/2019,to-read,0
36100966,Sea of Strangers,Lang Leav,0,3.7,Andrews McMeel Publishing,215,2018,2018,,07/04/2019,to-read,0
35260128,Take Me with You,Andrea Gibson,0,3.9,Plume Books,200,2018,2018,,07/04/2019,to-read,0
38532187,Taking the Arrow Out of the Heart,Alice Walker,0,3.94,37 Ink,288,2018,2018,,07/04/2019,to-read,0
38926449,The Dark Between Stars,Atticus Poetry,0,3.96,Atria Books,240,2018,2018,,07/04/2019,to-read,0
38255339,Useless Magic: Lyrics and Poetry,Florence Welch,0,4.29,Crown Archetype,288,2018,2018,,07/04/2019,to-read,0
35396841,The Poet X,Elizabeth Acevedo,0,4.4,Quill Tree Books,357,2018,2018,,07/04/2019,to-read,0
36477795,If They Come for Us,Fatimah Asghar,0,4.26,One World,100,2018,2018,,07/04/2019,to-read,0
35959613,How to American: An Immigrant's Guide to Disappointing Your Parents,Jimmy O. Yang,0,4,Da Capo Press,240,2018,2018,,07/04/2019,to-read,0
38649805,"Everything's Trash, But It's Okay",Phoebe Robinson,0,3.92,Plume Books,336,2018,2018,,07/04/2019,to-read,0
36840397,A Place for Us,Fatima Farheen Mirza,0,4.16,SJP for Hogarth,385,2018,2018,,07/04/2019,to-read,0
36388243,Something in the Water,Catherine Steadman,0,3.58,Ballantine,342,2018,2018,,07/04/2019,to-read,0
35356382,The Chalk Man,C.J. Tudor,0,3.71,Crown Publishing Group (NY),280,2018,2017,,07/04/2019,to-read,0
34275212,Girls Burn Brighter,Shobha   Rao,0,3.78,Flatiron Books,309,2018,2018,,07/04/2019,to-read,0
34262106,Everything Here Is Beautiful,Mira T. Lee,0,3.93,Pamela Dorman Books,360,2018,2018,,07/04/2019,to-read,0
36636727,Fruit of the Drunken Tree,Ingrid Rojas Contreras,0,3.95,Doubleday,304,2018,2018,,07/04/2019,to-read,0
35342927,The Monk of Mokha,Dave Eggers,0,4.06,Knopf Publishing Group,327,2018,2018,,07/04/2019,to-read,0
34859714,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America",Catherine Kerrison,0,3.59,Ballantine Books ,425,2018,2018,,07/04/2019,to-read,0
37534762,Robin,Dave Itzkoff,0,4.1,Henry Holt and Co.,544,2018,2018,,07/04/2019,to-read,0
36373407,Tragedy Plus Time: A Tragi-Comic Memoir,Adam Cayton-Holland,0,4.12,Gallery Books,256,2018,2018,,07/04/2019,to-read,0
34964905,The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Ray Hinton,0,4.64,St. Martin's Press,272,2018,2018,,07/04/2019,to-read,0
36086537,The Girl Who Smiled Beads: A Story of War and What Comes After,Clemantine Wamariya,0,4.19,Crown Publishing Group (NY),276,2018,2018,,07/04/2019,to-read,0
34964998,When They Call You a Terrorist: A Black Lives Matter Memoir,Patrisse Khan-Cullors,0,4.51,St. Martin's Press,257,2018,2018,,07/04/2019,to-read,0
35718164,A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,0,4.27,Amazon Crossing,159,2018,2000,,07/04/2019,to-read,0
35133922,Educated,Tara Westover,0,4.47,Random House,352,2018,2018,,07/04/2019,to-read,0
38744839,Becoming,Michelle Obama,0,4.48,Crown,599,2018,2018,,07/04/2019,to-read,0
35305625,The Broken Girls,Simone St. James,0,4.07,Berkley Books,336,2018,2018,,07/04/2019,to-read,0
34275231,Sometimes I Lie,Alice Feeney,0,3.81,Flatiron Books,262,2018,2017,,07/04/2019,to-read,0
35297426,Then She Was Gone,Lisa Jewell,0,4.07,Atria Books,359,2018,2017,,07/04/2019,to-read,0
36750068,The Last Time I Lied,Riley Sager,0,4.05,Dutton Books,371,2018,2018,,07/04/2019,to-read,0
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,0,3.87,Sourcebooks Landmark,432,2018,2018,,07/04/2019,to-read,0
34848682,The Woman in the Window,A.J. Finn,0,3.96,William Morrow,429,2018,2018,,07/04/2019,to-read,0
35396839,I Am Enough,Grace Byers,0,4.27,Balzer + Bray,32,2018,2018,,07/04/2019,to-read,0
35924698,"The Witch Doesn't Burn in This One (Women Are Some Kind of Magic, #2)",Amanda Lovelace,0,3.74,Andrews McMeel Publishing,192,2018,2018,,07/04/2019,to-read,0
34974310,The Last Black Unicorn,Tiffany Haddish,0,3.84,Gallery Books,288,2017,2017,,07/04/2019,to-read,0
48855,The Diary of a Young Girl,Anne Frank,4,4.18,Bantam,283,1993,1947,,01/01/2018,read,1
15796700,Americanah,Chimamanda Ngozi Adichie,4,4.32,Alfred A. Knopf,477,2013,2013,,07/04/2019,read,2
37775,Girls at War and Other Stories,Chinua Achebe,0,3.75,Anchor Books,121,1991,1972,,14/03/2019,to-read,0
315882,Henry's Freedom Box: A True Story from the Underground Railroad,Ellen Levine,0,4.5,Scholastic Press,40,2007,2007,,14/03/2019,to-read,0
15990739,I Grew My Boobs in China (Sihpromatum #1),Savannah Grace,0,3.72,Sihpromatum Publishing House,358,2012,2012,,14/03/2019,to-read,0
1848,Wild Swans: Three Daughters of China,Jung Chang,0,4.27,Simon & Schuster,562,2003,1991,,14/03/2019,to-read,0
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,5,4.15,Sarah Crichton Books,229,2007,2007,,01/01/2018,read,1
115130,A Stranger in the Mirror,Sidney Sheldon,3,3.65,Fontana Press,352,1995,1976,07/03/2019,13/03/2019,read,1
11387515,"Wonder (Wonder, #1)",R.J. Palacio,4,4.39,Alfred A. Knopf,315,2012,2012,02/03/2019,13/03/2019,read,1
34273236,Little Fires Everywhere,Celeste Ng,5,4.09,Penguin Press,338,2017,2017,06/02/2019,06/02/2019,read,2
36809135,Where the Crawdads Sing,Delia Owens,5,4.42,G.P. Putnam’s Sons,384,2018,2018,24/02/2019,28/02/2019,read,1
426973,Between Two Worlds: Escape from Tyranny: Growing Up in the Shadow of Saddam,Zainab Salbi,5,4.23,Avery Publishing Group,293,2006,2005,13/03/2019,13/03/2019,read,1
22552026,Long Way Down,Jason Reynolds,5,4.27,Atheneum/Caitlyn Dlouhy Books,306,2017,2017,,28/02/2019,read,1
27071490,Homegoing,Yaa Gyasi,4,4.47,Alfred A. Knopf,305,2016,2016,,28/02/2019,read,1
22749796,Dietland,Sarai Walker,5,3.56,Houghton Mifflin Harcourt,320,2015,2015,,28/02/2019,read,1
33151805,Into the Water,Paula Hawkins,5,3.59,Riverhead Books,386,2017,2017,,28/02/2019,read,1
9499393,Love in a Headscarf,Shelina Zahra Janmohamed,0,3.69,Beacon Press,283,2010,2009,,15/07/2018,read,1
33347428,I Can't Make This Up: Life Lessons,Kevin  Hart,5,4.1,37 Ink,378,2017,2017,,09/02/2019,read,1
31525607,Welcome to Lagos,Chibundu Onuzo,4,3.78,Faber & Faber ,368,2017,2017,,07/02/2019,read,2
49750,An Abundance of Katherines,John Green,3,3.53,Dutton Books for Young Readers,229,2006,2006,,01/01/2018,read,1
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4,4.49,Balzer + Bray,454,2017,2017,,29/01/2019,read,1
6295209,Love in a Headscarf,Shelina Zahra Janmohamed,4,3.69,Aurum Press,267,2009,2009,,03/08/2018,read,1
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,5,4.49,Doubleday Canada,289,2016,2016,,26/11/2018,read,1
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3,3.87,Crown Archetype,222,2011,2011,,26/11/2018,read,1
21412229,The Misadventures of Awkward Black Girl,Issa Rae,5,3.77,37 Ink,224,2015,2015,,26/11/2018,read,1
864741,A Perfect Stranger,Danielle Steel,3,3.89,Dell,393,1985,1981,,26/11/2018,read,1
13239822,Alif the Unseen,G. Willow Wilson,0,3.84,Grove Press,433,2012,2012,10/09/2018,15/07/2018,read,4
79876,Does My Head Look Big in This?,Randa Abdel-Fattah,0,3.65,Orchard Books (NY),360,2007,2007,,15/07/2018,read,1
6390356,The Locust and the Bird: My Mother's Story,Hanan Al-Shaykh,5,3.91,Bloomsbury Publishing,302,2009,2009,,15/07/2018,read,1
6124722,The Proof of the Honey,Salwa Al Neimi,2,2.64,Europa Editions,160,2009,2007,,15/07/2018,read,1
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,0,4.15,"Little, Brown and Company",327,2013,2012,15/07/2018,01/01/2018,read,2
6642715,The Forty Rules of Love,Elif Shafak,5,4.14,Viking,354,2010,2009,,15/07/2018,read,1
15730404,No Sex in the City,Randa Abdel-Fattah,5,3.47,Pan MacMillan Australia,400,2012,2012,03/08/2018,15/07/2018,read,4
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,3,4.13,Anchor Books,314,1998,1985,,15/07/2018,read,1
14554,"If Tomorrow Comes (Tracy Whitney, #1)",Sidney Sheldon,5,4.06,"William Morrow and Co., Inc.",501,1985,1985,,27/07/2018,read,1
77203,The Kite Runner,Khaled Hosseini,4,4.33,Riverhead Books,371,2004,2003,,01/01/2018,read,1
18007590,"Salaam, Love: American Muslim Men on Love, Sex, and Intimacy",Ayesha Mattu,4,3.85,Beacon Press,238,2014,2014,,26/07/2018,read,1
6818019,"I Am Nujood, Age 10 and Divorced",Nujood Ali,5,3.81,Crown Publishing Group / Three Rivers Press,188,2010,2009,,15/07/2018,read,1
9662937,Sins of the House of Borgia,Sarah Bower,3,3.41,Sourcebooks Landmark,533,2011,2008,,15/07/2018,read,1
33816139,God Smites and Other Muslim Girl Problems,Ishara Deen,0,3.92,Deeya Publishing Inc.,236,2017,2017,,15/07/2018,to-read,0
895743,From My Sisters' Lips,Na'ima B. Robert,0,4.05,Bantam Press,432,2005,2005,,15/07/2018,to-read,0
16153873,Traversing the Highs and Lows of Muslim Marriage,Sadaf Farooqi,0,4.07,,195,2011,2011,,15/07/2018,to-read,0
18397787,The Story of Zahra,Hanan Al-Shaykh,0,3.44,,215,,1980,,15/07/2018,to-read,0
4101648,Burnt Shadows,Kamila Shamsie,0,3.93,Bond Street Books,384,2009,2009,,15/07/2018,to-read,0
30149696,The Muslimah Who Fell to Earth: Personal Stories by Canadian Muslim Women,Saima S. Hussain,0,4.24,Mawenzi House Publishers Ltd.,144,2016,,,15/07/2018,to-read,0
35632080,Awakened by Love,Azin Sametipour,0,4.04,Palatine Hill Press,302,2017,,,15/07/2018,to-read,0
1164291,The Almond,Nedjma,0,3.27,Black Swan ,,2006,2004,,15/07/2018,to-read,0
40207,The Story of My Life: An Afghan Girl on the Other Side of the Sky,Farah Ahmedi,0,3.99,Simon Spotlight Entertainment,256,2005,2005,,15/07/2018,to-read,0
28598375,Secrets That Find Us,Sahar Abdulaziz,0,4.19,Booktrope Editions,236,2016,,,15/07/2018,to-read,0
20419632,Graffiti Hack,Elen Ghulam,0,3.58,ihath publishing,282,2014,2014,,15/07/2018,to-read,0
16057275,Cinnamon,Samar Yazbek,0,2.59,Haus Publishing,124,2013,2007,,15/07/2018,to-read,0
594449,In the Name of Honour: A Memoir,Mukhtar Mai,0,3.9,Virago Press (UK),172,2006,2006,,15/07/2018,to-read,0
948061,Sultana's Dream,Rokeya Sakhawat Hossain,0,3.89,Tara Books,64,2005,1905,,15/07/2018,to-read,0
6439785,The Years of Silence,Marwa Ayad,0,3.57,,310,,2009,,15/07/2018,to-read,0
101025,Iran Awakening: From Prison to Peace Prize: One Woman's Struggle at the Crossroads of History,Shirin Ebadi,0,4.16,Vintage Canada,256,2007,2006,,15/07/2018,to-read,0
432267,Pillars of Salt,Fadia Faqir,0,3.75,Interlink Books,256,1998,1996,,15/07/2018,to-read,0
14531164,The Hijabi Club,Shaylene Haswar,0,4.06,Wasteland Press,444,2011,2011,,15/07/2018,to-read,0
25707621,Sofia Khan Is Not Obliged (Sofia Khan #1),Ayisha Malik,0,3.78,Twenty7,456,2015,2015,,15/07/2018,to-read,0
28014409,Jasmine Falling,Shereen Malherbe,0,3.79,MB Publishing,198,2015,,,15/07/2018,to-read,0
89754,The Girl in the Tangerine Scarf,Mohja Kahf,0,3.75,PublicAffairs,448,2006,2006,,15/07/2018,to-read,0
98920,The Bastard of Istanbul,Elif Shafak,0,3.86,Viking Adult,368,2007,2006,,15/07/2018,to-read,0
177335,Dreams of Trespass: Tales of a Harem Girlhood,Fatema Mernissi,0,3.89,Basic Books,242,1995,1994,,15/07/2018,to-read,0
7620760,The Butterfly Mosque,G. Willow Wilson,0,4.06,McClelland & Stewart,304,2010,2010,,15/07/2018,to-read,0
9526,Embroideries,Marjane Satrapi,0,3.91,Pantheon,144,2006,2003,,15/07/2018,to-read,0
991197,The Complete Persepolis,Marjane Satrapi,0,4.39,Pantheon Books,341,2007,2003,,15/07/2018,to-read,0
290382,Salt and Saffron,Kamila Shamsie,0,3.48,Bloomsbury USA,256,2002,2000,,15/07/2018,to-read,0
25832452,Islamic Poems: Nourishment for the Soul.,K.A. Hosein,0,4.5,CreateSpace Independent Publishing Platform ,76,2015,2015,,15/07/2018,to-read,0
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,0,3.64,Random House Trade Paperbacks,356,2003,2003,,15/07/2018,to-read,0
1476261,Girls of Riyadh,Rajaa Alsanea,5,3.25,Fig Tree,320,2007,2005,,15/07/2018,read,1
206227,Minaret,Leila Aboulela,3,3.57,"Grove Press, Black Cat",288,2005,2005,,15/07/2018,read,2
322179,The Gods Are Not to Blame,Ola Rotimi,0,3.98,"Oxford University Press, USA",72,1971,1971,,19/06/2018,read,1
227730,Everything Good Will Come,Sefi Atta,0,3.87,Interlink Books,336,2005,2005,,19/06/2018,to-read,0
563722,Measuring Time,Helon Habila,0,3.84,W. W. Norton & Company,384,2007,2007,,19/06/2018,to-read,0
9125646,On Black Sisters Street,Chika Unigwe,4,3.86,Random House,258,2011,2007,,17/06/2018,read,1
23513349,Milk and Honey,Rupi Kaur,0,4.01,Createspace,204,2014,2014,,01/01/2018,read,1
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,0,4.12,Time Warner Books UK,195,2007,1997,,26/03/2018,read,1
5672871,Zack's Story,Abidemi Sanusi,3,3.54,Scripture Union (UK),144,2006,2006,,26/03/2018,read,1
2344524,Yellow Yellow,Kaine Agary,0,3.49,,,,,,26/03/2018,read,1
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,0,4.33,Knopf,433,2006,2006,,26/03/2018,read,1
152402,"Lucky (Lucky Santangelo, #2)",Jackie Collins,0,4.12,Pocket Books,598,2003,1985,,26/03/2018,read,1
411858,"Dangerous Kiss (Lucky Santangelo, #5)",Jackie Collins,0,4.13,,529,2012,1983,,26/03/2018,read,1
94039,"Drop Dead Beautiful (Lucky Santangelo, #6)",Jackie Collins,0,4.04,St. Martin's Press,512,2007,2007,,26/03/2018,read,1
84052,"Morning, Noon  Night",Sidney Sheldon,0,3.68,Warner Books,388,1996,1995,,26/03/2018,read,1
106646,The Doomsday Conspiracy,Sidney Sheldon,0,3.65,Doubleday Books,448,1991,1991,,26/03/2018,read,1
22455920,The Wife Who Ran Away,Tess Stimson,0,3.75,Pan Publishing,320,2012,2011,,26/03/2018,read,1
2359770,"Taming Natasha (The Stanislaskis, #1)",Nora Roberts,0,3.99,Silhouette,256,1990,1990,,26/03/2018,read,1
407234,"Blood Brothers (Sign of Seven, #1)",Nora Roberts,0,4.16,Jove Books,314,2007,2007,,26/03/2018,read,1
3094593,"The Pagan Stone (Sign of Seven, #3)",Nora Roberts,0,4.18,Jove Books,305,2008,2008,,26/03/2018,read,1
2195309,"The Hollow (Sign of Seven, #2)",Nora Roberts,0,4.14,Jove Books,318,2008,2008,,26/03/2018,read,1
114206,"Key of Valor (Key Trilogy, #3)",Nora Roberts,0,4.13,Berkley Books,352,2003,2003,,26/03/2018,read,1
588369,A Place Called Here,Cecelia Ahern,0,3.68,HarperCollins,485,2012,2006,,26/03/2018,read,1
5350,The Partner,John Grisham,0,3.95,Delta,416,2005,1997,,26/03/2018,to-read,0
7089888,Big Girl,Danielle Steel,0,3.59,Delacorte Press,323,2010,2010,,26/03/2018,read,1
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,0,3.85,Voyager,373,2011,2011,,26/03/2018,read,1
43326,Tell Me Your Dreams,Sidney Sheldon,5,3.98,Vision,384,1999,1998,,26/03/2018,read,1
12337186,Sidney Sheldon's Angel of the Dark,Tilly Bagshawe,5,3.8,William Morrow,304,2012,2012,,26/03/2018,read,1
119382,The Sands of Time,Sidney Sheldon,0,3.77,HarperCollins Publishers,427,1996,1985,,26/03/2018,read,1
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,5,3.94,Simon & Schuster,391,2009,2009,,01/01/2018,read,1
3819326,"Angels' Blood (Guild Hunter, #1)",Nalini Singh,5,4.08,Berkley Sensation,339,2009,2009,,01/01/2018,read,1
30834957,"Love Story (The Baxter Family, #1)",Karen Kingsbury,4,4.22,Howard Books,345,2017,2017,,01/01/2018,read,1
19288043,Gone Girl,Gillian Flynn,5,4.12,Broadway Books,415,2014,2012,,01/01/2018,read,1
19063,The Book Thief,Markus Zusak,4,4.39,Alfred A. Knopf,552,2006,2006,,01/01/2018,read,1
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,5,4.16,Knopf,480,2008,2005,,01/01/2018,read,1
4671,The Great Gatsby,F. Scott Fitzgerald,5,3.93,Scribner,180,1925,1925,,01/01/2018,read,1
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4,4.01,Alfred A. Knopf Books for Young Readers,399,1996,1995,,01/01/2018,read,1
6319,The BFG,Roald Dahl,3,4.22,Puffin Books,199,2001,1982,,01/01/2018,read,1
2998,The Secret Garden,Frances Hodgson Burnett,4,4.15,Children's Classics,331,1998,1911,,01/01/2018,read,1
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4,4.23,HarperCollins Publishers,206,2005,1950,,01/01/2018,read,1
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4,4.15,Puffin Books,176,2005,1964,,01/01/2018,read,1
24178,Charlotte's Web,E.B. White,4,4.19,HarperCollinsPublishers,184,2001,1952,,01/01/2018,read,1
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,4,3.66,Vintage,356,2011,2011,,01/01/2018,read,1
9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3,3.68,Dell Publishing Company,368,2003,2000,,01/01/2018,read,1
1358844,Remember Me?,Sophie Kinsella,4,3.8,Bantam,352,2008,2008,,01/01/2018,read,1
16143347,We Were Liars,E. Lockhart,0,3.71,Delacorte Press,242,2014,2014,,01/01/2018,to-read,0
22557272,The Girl on the Train,Paula Hawkins,0,3.95,Riverhead Books,336,2015,2015,,01/01/2018,to-read,0
34828719,Adultolescence,Gabbie Hanna,0,3.06,Atria/Keywords Press,256,2017,2017,,01/01/2018,to-read,0
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,0,3.8,W. W. Norton & Company,259,2017,2015,,01/01/2018,to-read,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,5,3.72,Delacorte Press,452,2009,2009,,01/01/2018,read,1
24770,"Uglies (Uglies, #1)",Scott Westerfeld,4,3.85,Simon Pulse,425,2005,2005,,01/01/2018,read,1
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4,4.29,Disney Hyperion Books,377,2006,2005,,01/01/2018,read,1
11260526,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",Mark Cotta Vaz,4,4.28,"Little, Brown Books for Young Readers",144,2011,2011,,01/01/2018,read,1
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,5,3.64,"Little, Brown and Company",498,2006,2005,,01/01/2018,read,1
11870085,The Fault in Our Stars,John Green,4,4.15,Dutton Books,313,2012,2012,,01/01/2018,read,1
10104,The Six Wives of Henry VIII,Alison Weir,0,4.1,Grove Press,643,1992,1992,,01/01/2018,to-read,0
36525023,Women & Power: A Manifesto,Mary Beard,0,4.03,Liveright,115,2017,2017,,01/01/2018,to-read,0
24453082,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,0,3.95,Riverhead Books,276,2015,2015,,01/01/2018,to-read,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,0,4.21,Random House,368,2014,2014,,01/01/2018,to-read,0
23453112,Modern Romance,Aziz Ansari,0,3.81,Penguin Press,279,2015,2015,,01/01/2018,to-read,0
15704926,Love Yourself Like Your Life Depends on It,Kamal Ravikant,0,3.88,CreateSpace,68,2012,2012,,01/01/2018,to-read,0
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,0,3.84,CreateSpace,156,2016,2016,,01/01/2018,to-read,0
36488053,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,0,3.77,,76,2017,2017,,01/01/2018,to-read,0
82751,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,0,4.07,Laurel Leaf (Random House Children's Books ),205,2009,1999,,01/01/2018,to-read,0
